candidate_formula,prototype_id,substitution,w_letter,group_size,max_mismatch,status,generated_cif,n_neighbor_checks
Fe5As4,mp-1106198,Eu->Fe,g,8,0.26531694313751514,rejected_radiusmatch_high,,48
Co5As4,mp-1106198,Eu->Co,g,8,0.2906232820002653,rejected_radiusmatch_high,,48
Ni5As4,mp-1106198,Eu->Ni,g,8,0.2906232820002653,rejected_radiusmatch_high,,48
Mn5As4,mp-1106198,Eu->Mn,g,8,0.26531694313751514,rejected_radiusmatch_high,,48
Cr5As4,mp-1106198,Eu->Cr,g,8,0.26531694313751514,rejected_radiusmatch_high,,48
Fe7Sn6,mp-672392,Dy->Fe,j,12,0.09787067056432668,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe7Sn6__from_mp-672392__DytoFe__radiusmatch_ok.cif,76
Fe32BC,mp-1226156,Dy->Fe,j,2,0.4536454839985857,rejected_radiusmatch_high,,36
K10Fe22F79,mp-1213565,Gd->Fe,l,32,0.5054838888191417,rejected_radiusmatch_high,,172
K10Co22F79,mp-1213565,Gd->Co,l,32,0.5461726425710103,rejected_radiusmatch_high,,172
K10Ni22F79,mp-1213565,Gd->Ni,l,32,0.5461726425710103,rejected_radiusmatch_high,,172
K10Mn22F79,mp-1213565,Gd->Mn,l,32,0.5054838888191417,rejected_radiusmatch_high,,172
K10Cr22F79,mp-1213565,Gd->Cr,l,32,0.5054838888191417,rejected_radiusmatch_high,,172
FeBr2,mp-23311,Eu->Fe,c,2,0.23399545748278439,rejected_radiusmatch_high,,16
CoBr2,mp-23311,Eu->Co,c,2,0.25867536663244,rejected_radiusmatch_high,,16
NiBr2,mp-23311,Eu->Ni,c,2,0.25867536663244,rejected_radiusmatch_high,,16
MnBr2,mp-23311,Eu->Mn,c,2,0.23399545748278439,rejected_radiusmatch_high,,16
CrBr2,mp-23311,Eu->Cr,c,2,0.23399545748278439,rejected_radiusmatch_high,,16
Fe2Au5F21,mp-557726,Gd->Fe,b,104,0.29751646473635573,rejected_radiusmatch_high,,200
Co2Au5F21,mp-557726,Gd->Co,b,104,0.3109656383061963,rejected_radiusmatch_high,,200
Ni2Au5F21,mp-557726,Gd->Ni,b,104,0.3109656383061963,rejected_radiusmatch_high,,200
Mn2Au5F21,mp-557726,Gd->Mn,b,104,0.29751646473635573,rejected_radiusmatch_high,,200
Cr2Au5F21,mp-557726,Gd->Cr,b,104,0.29751646473635573,rejected_radiusmatch_high,,200
Al3Fe17,mp-1219263,Sm->Fe,c,24,0.27412138013688403,rejected_radiusmatch_high,,164
Fe2S3,mp-684712,Gd->Fe,c,4,0.2534719782060604,rejected_radiusmatch_high,,32
Co2S3,mp-684712,Gd->Co,c,4,0.280141594763636,rejected_radiusmatch_high,,32
Ni2S3,mp-684712,Gd->Ni,c,4,0.280141594763636,rejected_radiusmatch_high,,32
Mn2S3,mp-684712,Gd->Mn,c,4,0.2534719782060604,rejected_radiusmatch_high,,32
Cr2S3,mp-684712,Gd->Cr,c,4,0.2534719782060604,rejected_radiusmatch_high,,32
Ga21Co13,mp-1200816,Gd->Co,h,8,0.24681596519777294,rejected_radiusmatch_high,,104
Co5B13,mp-1198624,Gd->Co,h,8,0.25751723743934357,rejected_radiusmatch_high,,112
Ni5B13,mp-1197241,Gd->Ni,h,8,0.25765820994367716,rejected_radiusmatch_high,,112
Co16Si2B5,mp-16085,Nd->Co,d,4,0.09648014735933487,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Co16Si2B5__from_mp-16085__NdtoCo__radiusmatch_ok.cif,40
Fe16B,mp-4459,Ce->Fe,g,8,0.28773651411905654,rejected_radiusmatch_high,,52
Fe14Co2B,mp-4459,Ce->Co,g,8,0.3170032530763077,rejected_radiusmatch_high,,52
Fe14Ni2B,mp-4459,Ce->Ni,g,8,0.3170032530763077,rejected_radiusmatch_high,,52
Mn2Fe14B,mp-4459,Ce->Mn,g,8,0.28773651411905654,rejected_radiusmatch_high,,52
Cr2Fe14B,mp-4459,Ce->Cr,g,8,0.28773651411905654,rejected_radiusmatch_high,,52
Fe16C,mp-1215108,Ce->Fe,f,8,0.3650544606011246,rejected_radiusmatch_high,,52
Fe14Co2C,mp-1215108,Ce->Co,f,8,0.39834847183529826,rejected_radiusmatch_high,,52
Fe14Ni2C,mp-1215108,Ce->Ni,f,8,0.39834847183529826,rejected_radiusmatch_high,,52
Mn2Fe14C,mp-1215108,Ce->Mn,f,8,0.3650544606011246,rejected_radiusmatch_high,,52
Cr2Fe14C,mp-1215108,Ce->Cr,f,8,0.3650544606011246,rejected_radiusmatch_high,,52
ThFe15B,mp-1226066,Dy->Fe,f,4,0.43099479655508943,rejected_radiusmatch_high,,72
TmFe15B,mp-1225933,Dy->Fe,f,4,0.4529668728817524,rejected_radiusmatch_high,,72
DyFe15B,mp-1225933,Tm->Fe,g,8,0.2680725943190741,rejected_radiusmatch_high,,52
Co16B,mp-1197631,La->Co,f,4,0.45718820168516056,rejected_radiusmatch_high,,72
DyFe15C,mp-1220835,Nd->Fe,f,4,0.1672285882826414,rejected_radiusmatch_high,,64
NdFe15B,mp-1220643,Er->Fe,g,8,0.2734724462647134,rejected_radiusmatch_high,,52
YCo15B,mp-1220235,Nd->Co,g,8,0.29510077866770046,rejected_radiusmatch_high,,52
Fe6Co10B,mp-1199281,Pr->Co,f,4,0.46948175150634186,rejected_radiusmatch_high,,72
PrFe15B,mp-1220557,Er->Fe,g,8,0.2746365350572574,rejected_radiusmatch_high,,52
PrCo15B,mp-1219868,Nd->Co,g,8,0.291642684235875,rejected_radiusmatch_high,,52
SrFe4O7,mp-21671,Eu->Fe,j,24,0.2882010258867589,rejected_radiusmatch_high,,96
SrCo4O7,mp-573240,Gd->Co,j,24,0.28480370103487807,rejected_radiusmatch_high,,104
TbCo15B,mp-1217550,Nd->Co,g,8,0.29193553542194045,rejected_radiusmatch_high,,52
YFe15B,mp-1216335,Er->Fe,g,8,0.2764267595764015,rejected_radiusmatch_high,,52
Si3Ni10,mp-1202253,Eu->Ni,g,24,0.25621741021365363,rejected_radiusmatch_high,,160
Fe5Si3,mp-1190061,Eu->Fe,l,8,0.3091378877175181,rejected_radiusmatch_high,,40
Co5Si3,mp-1190061,Eu->Co,l,8,0.3358549874668551,rejected_radiusmatch_high,,40
Si3Ni5,mp-1190061,Eu->Ni,l,8,0.3358549874668551,rejected_radiusmatch_high,,40
Mn5Si3,mp-1190061,Eu->Mn,l,8,0.3091378877175181,rejected_radiusmatch_high,,40
Cr5Si3,mp-1190061,Eu->Cr,l,8,0.3091378877175181,rejected_radiusmatch_high,,40
Fe5Ge3,mp-1188934,Eu->Fe,l,8,0.24807972035674716,rejected_radiusmatch_high,,40
Co5Ge3,mp-1188934,Eu->Co,l,8,0.2720812534405307,rejected_radiusmatch_high,,40
Ni5Ge3,mp-1188934,Eu->Ni,l,8,0.2720812534405307,rejected_radiusmatch_high,,40
Mn5Ge3,mp-1188934,Eu->Mn,l,8,0.24807972035674716,rejected_radiusmatch_high,,40
Cr5Ge3,mp-1188934,Eu->Cr,l,8,0.24807972035674716,rejected_radiusmatch_high,,40
AlFe19,mp-1211934,La->Fe,l,24,0.13719627602731757,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlFe19__from_mp-1211934__LatoFe__radiusmatch_ok.cif,144
AlFe13Co6,mp-1211934,La->Co,l,24,0.15787257195508692,rejected_radiusmatch_high,,144
AlFe13Ni6,mp-1211934,La->Ni,l,24,0.15787257195508692,rejected_radiusmatch_high,,144
Mn6AlFe13,mp-1211934,La->Mn,l,24,0.13719627602731757,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6AlFe13__from_mp-1211934__LatoMn__radiusmatch_ok.cif,144
AlCr6Fe13,mp-1211934,La->Cr,l,24,0.13719627602731757,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\AlCr6Fe13__from_mp-1211934__LatoCr__radiusmatch_ok.cif,144
Fe19Pb,mp-1196549,La->Fe,f,4,0.16812000682599043,rejected_radiusmatch_high,,48
Fe19Sn,mp-1198430,La->Fe,f,4,0.17196448974642645,rejected_radiusmatch_high,,48
Fe19Ag,mp-1197167,Nd->Fe,l,24,0.12220546931290409,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe19Ag__from_mp-1197167__NdtoFe__radiusmatch_ok.cif,144
Fe13Co6Ag,mp-1197167,Nd->Co,l,24,0.11675938081932925,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Co6Ag__from_mp-1197167__NdtoCo__radiusmatch_ok.cif,144
Fe13Ni6Ag,mp-1197167,Nd->Ni,l,24,0.11675938081932925,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Ni6Ag__from_mp-1197167__NdtoNi__radiusmatch_ok.cif,144
Mn6Fe13Ag,mp-1197167,Nd->Mn,l,24,0.12220546931290409,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6Fe13Ag__from_mp-1197167__NdtoMn__radiusmatch_ok.cif,144
Cr6Fe13Ag,mp-1197167,Nd->Cr,l,24,0.12220546931290409,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6Fe13Ag__from_mp-1197167__NdtoCr__radiusmatch_ok.cif,144
CdFe19,mp-1202421,Nd->Fe,l,24,0.1276503948492006,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\CdFe19__from_mp-1202421__NdtoFe__radiusmatch_ok.cif,144
CdFe13Co6,mp-1202421,Nd->Co,l,24,0.11929908192539784,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\CdFe13Co6__from_mp-1202421__NdtoCo__radiusmatch_ok.cif,144
CdFe13Ni6,mp-1202421,Nd->Ni,l,24,0.11929908192539784,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\CdFe13Ni6__from_mp-1202421__NdtoNi__radiusmatch_ok.cif,144
Mn6CdFe13,mp-1202421,Nd->Mn,l,24,0.1276503948492006,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6CdFe13__from_mp-1202421__NdtoMn__radiusmatch_ok.cif,144
Cr6CdFe13,mp-1202421,Nd->Cr,l,24,0.1276503948492006,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6CdFe13__from_mp-1202421__NdtoCr__radiusmatch_ok.cif,144
Fe19As,mp-1200485,Nd->Fe,f,4,0.2906978545783869,rejected_radiusmatch_high,,52
Fe13Co6As,mp-1200485,Nd->Co,f,4,0.31651181166995457,rejected_radiusmatch_high,,52
Fe13Ni6As,mp-1200485,Nd->Ni,f,4,0.31651181166995457,rejected_radiusmatch_high,,52
Mn6Fe13As,mp-1200485,Nd->Mn,f,4,0.2906978545783869,rejected_radiusmatch_high,,52
Cr6Fe13As,mp-1200485,Nd->Cr,f,4,0.2906978545783869,rejected_radiusmatch_high,,52
Fe19Bi,mp-1202553,Nd->Fe,f,4,0.16402074654107227,rejected_radiusmatch_high,,48
Fe13Co6Bi,mp-1202553,Nd->Co,f,4,0.18518476011454624,rejected_radiusmatch_high,,48
Fe13Ni6Bi,mp-1202553,Nd->Ni,f,4,0.18518476011454624,rejected_radiusmatch_high,,48
Mn6Fe13Bi,mp-1202553,Nd->Mn,f,4,0.16402074654107227,rejected_radiusmatch_high,,48
Cr6Fe13Bi,mp-1202553,Nd->Cr,f,4,0.16402074654107227,rejected_radiusmatch_high,,48
Fe19Cu,mp-1198821,Nd->Fe,f,4,0.18032775922324748,rejected_radiusmatch_high,,52
Fe19Hg,mp-1201588,Nd->Fe,l,24,0.12209425309238552,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe19Hg__from_mp-1201588__NdtoFe__radiusmatch_ok.cif,144
Fe13Co6Hg,mp-1201588,Nd->Co,l,24,0.12410387586063397,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Co6Hg__from_mp-1201588__NdtoCo__radiusmatch_ok.cif,144
Fe13Ni6Hg,mp-1201588,Nd->Ni,l,24,0.12410387586063397,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Ni6Hg__from_mp-1201588__NdtoNi__radiusmatch_ok.cif,144
Mn6Fe13Hg,mp-1201588,Nd->Mn,l,24,0.12209425309238552,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6Fe13Hg__from_mp-1201588__NdtoMn__radiusmatch_ok.cif,144
Cr6Fe13Hg,mp-1201588,Nd->Cr,l,24,0.12209425309238552,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6Fe13Hg__from_mp-1201588__NdtoCr__radiusmatch_ok.cif,144
Fe19Ge,mp-1198335,Nd->Fe,f,4,0.23422474782796662,rejected_radiusmatch_high,,52
Fe13Co6Pb,mp-1196232,Nd->Co,f,4,0.18812837233172416,rejected_radiusmatch_high,,48
Fe13Ni6Pb,mp-1196232,Nd->Ni,f,4,0.18812837233172416,rejected_radiusmatch_high,,48
Mn6Fe13Pb,mp-1196232,Nd->Mn,f,4,0.16691179425437203,rejected_radiusmatch_high,,48
Cr6Fe13Pb,mp-1196232,Nd->Cr,f,4,0.16691179425437203,rejected_radiusmatch_high,,48
Fe19Sb,mp-568431,Nd->Fe,f,4,0.1635391664784996,rejected_radiusmatch_high,,48
Fe13Co6Sb,mp-568431,Nd->Co,f,4,0.18469442405083586,rejected_radiusmatch_high,,48
Fe13Ni6Sb,mp-568431,Nd->Ni,f,4,0.18469442405083586,rejected_radiusmatch_high,,48
Mn6Fe13Sb,mp-568431,Nd->Mn,f,4,0.1635391664784996,rejected_radiusmatch_high,,48
Cr6Fe13Sb,mp-568431,Nd->Cr,f,4,0.1635391664784996,rejected_radiusmatch_high,,48
Fe19Si,mp-5932,Nd->Fe,l,24,0.12255461622078563,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe19Si__from_mp-5932__NdtoFe__radiusmatch_ok.cif,144
GaFe19,mp-1202920,Nd->Fe,f,4,0.17796397946842452,rejected_radiusmatch_high,,48
GaFe13Co6,mp-1202920,Nd->Co,f,4,0.19938150636785032,rejected_radiusmatch_high,,48
GaFe13Ni6,mp-1202920,Nd->Ni,f,4,0.19938150636785032,rejected_radiusmatch_high,,48
Mn6GaFe13,mp-1202920,Nd->Mn,f,4,0.17796397946842452,rejected_radiusmatch_high,,48
Cr6GaFe13,mp-1202920,Nd->Cr,f,4,0.17796397946842452,rejected_radiusmatch_high,,48
Fe19Au,mp-1203126,Nd->Fe,l,24,0.125097172511619,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe19Au__from_mp-1203126__NdtoFe__radiusmatch_ok.cif,144
Fe13Co6Au,mp-1203126,Nd->Co,l,24,0.12537627929377687,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Co6Au__from_mp-1203126__NdtoCo__radiusmatch_ok.cif,144
Fe13Ni6Au,mp-1203126,Nd->Ni,l,24,0.12537627929377687,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Ni6Au__from_mp-1203126__NdtoNi__radiusmatch_ok.cif,144
Mn6Fe13Au,mp-1203126,Nd->Mn,l,24,0.125097172511619,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6Fe13Au__from_mp-1203126__NdtoMn__radiusmatch_ok.cif,144
Cr6Fe13Au,mp-1203126,Nd->Cr,l,24,0.125097172511619,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Cr6Fe13Au__from_mp-1203126__NdtoCr__radiusmatch_ok.cif,144
TlFe19,mp-1196608,Nd->Fe,f,4,0.16654845777429897,rejected_radiusmatch_high,,48
TlFe13Co6,mp-1196608,Nd->Co,f,4,0.1877584297338316,rejected_radiusmatch_high,,48
TlFe13Ni6,mp-1196608,Nd->Ni,f,4,0.1877584297338316,rejected_radiusmatch_high,,48
Mn6TlFe13,mp-1196608,Nd->Mn,f,4,0.16654845777429897,rejected_radiusmatch_high,,48
TlCr6Fe13,mp-1196608,Nd->Cr,f,4,0.16654845777429897,rejected_radiusmatch_high,,48
ZnFe19,mp-1196648,Nd->Fe,l,24,0.12631465965933167,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ZnFe19__from_mp-1196648__NdtoFe__radiusmatch_ok.cif,144
ZnFe13Co6,mp-1196648,Nd->Co,l,24,0.12107229862442943,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ZnFe13Co6__from_mp-1196648__NdtoCo__radiusmatch_ok.cif,144
ZnFe13Ni6,mp-1196648,Nd->Ni,l,24,0.12107229862442943,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ZnFe13Ni6__from_mp-1196648__NdtoNi__radiusmatch_ok.cif,144
Mn6ZnFe13,mp-1196648,Nd->Mn,l,24,0.12631465965933167,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Mn6ZnFe13__from_mp-1196648__NdtoMn__radiusmatch_ok.cif,144
ZnCr6Fe13,mp-1196648,Nd->Cr,l,24,0.12631465965933167,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\ZnCr6Fe13__from_mp-1196648__NdtoCr__radiusmatch_ok.cif,144
InFe19,mp-1199952,Nd->Fe,f,4,0.16950484920598824,rejected_radiusmatch_high,,48
InFe13Co6,mp-1199952,Nd->Co,f,4,0.19076857373700615,rejected_radiusmatch_high,,48
InFe13Ni6,mp-1199952,Nd->Ni,f,4,0.19076857373700615,rejected_radiusmatch_high,,48
Mn6InFe13,mp-1199952,Nd->Mn,f,4,0.16950484920598824,rejected_radiusmatch_high,,48
Cr6InFe13,mp-1199952,Nd->Cr,f,4,0.16950484920598824,rejected_radiusmatch_high,,48
Fe13Co6Cu,mp-1197841,Pr->Co,l,24,0.13381259125032294,accepted_radiusmatch_ok,outputs/wyckoff_from_candidates_radius_mismatch_recheck\Fe13Co6Cu__from_mp-1197841__PrtoCo__radiusmatch_ok.cif,144
